id	quote
19860602	Susie, wanna hear a secret? Sure. I think the principal is a space alien spy. He's trying to corrupt our young innocent minds so we'll be unable to resist when his people invade the Earth! Promise not to tell anyone? Don't worry.
19860603	Hobbes, what should I do when Moe comes to beat me up in gym class? Well, you can always do what we tigers do when a rhino charges. What's that? We scramble like maniacs for the nearest tree. That's your advice?!? To sit in a tree all day? It doesn't impress the girls, of course, but there's no sense in impressing them and then getting killed my dad used to say.
19860604	Hobbes, I need your help. that bully Moe. Keeps pushing me around. So I want you to come to school and eat him ok? Eat him? Sure! Tigers eat people allthe time! What if the cafeteria ladies won't let me use the oven?
19860605	It's too early to be in bed. It's hardly even dark out. Why do I have to be in bed? It's ridiculous. I'm not even tired! I don't need to be in bed! This is an outrage! It's the stupidest thing I can imagine! I think Mom and Dad are just trying to get rid of me. I can't sleep at all. Can you sleep, Hobbes? No!
19860606	Ok, Mom. Hobbes and I have formed a lobby. We want more privileges. more privileges? Like what? You've got it made! No responsibilities, no cares, no worries! What more could you possibly want? Why didn't you tell her about the credit cards in our names? You heard her. She's in one of her moods.
19860607	I love Saturdays! I love Saturday I get up at six and eat three bows of Crunch Sugar Bombs. Then I watch cartoons till noon, and I'm incoherent and hyperactive the rest of the day. Does it work? No brothers or sisters so far!
19860608	No Earthling has ever before seen the cratered, scarred surface of the distant planet Zog! ... although it's not unlike some of those zit cream commercials ... we join the fearless Spaceman Spiff interplanetary explorer extraordinaire, out at the farthest reaches of the galaxy ... with nerves of steel, our hero sets forth on his dangerous mission! He fires his hyper-jets and ... blasts into the fifth dimension! Into a world beyond human comprehension! Into a world where time has no meaning! Man, this class lasts forever! So we carry the three into the tens column ...
19860609	In the commercials, this cola greatly increases one's sex appeal. Glick glick glick glick. Bur-ur-urpp!! Evidently a little license on Madison Avenue's part. Phoo! Right up my nose. Well Dad, your polls are real high this week. I'm glad to hear that. Yep, those polled think you are doing a fine job as a Dad. In fact, with a little push today, your political stock could reach a record high. Nice try. Go help your Mom with the dishes. Ooh Dad! Suicide! Ooh! Ooh!
19860319	Here comes Moe, the class bully. He's not smart but he's streetwise. That means he knows what street he lives on. 
19860320	Toll booth Dad! You can't put the car in until you pay me a quarter! Why should I pay you to put my car in my garage? Because if you don't I'll pull the door down on the hood as you drive in! What a cheapskate.
19860321	A little lower ... ok, fine! Thanks for helping me put up this swing. Where did you ever find this great tire? Calvin! I've got to go to work!!
19860322	What's that cereal you're eating? It's my new favorite, "Chocolate Frosted Sugar Bombs." Have a taste. Thank you. Mffpbth!! S-sw-sw sweet!! Actually they're kinda bland till you scoop sugar on 'em.
19860323	How come we play war and not peace? Too few role models. I'll be the fearless American defender of liberty and democracy ... and you can be the loathsome godless communist oppressor. We're at war, so if you get hit with a  dart, you're dead and the other side wins, ok? Gotcha. Go! Wap Wap Kind of a stupid game, isn't it?
19860324	Can I be excused? Not until you finish your salmon. Blaughhh! Can I eat it upstairs while I do my homework? Well, I suppose. I brought you your favorite! How's it coming? Well, I couldn't figure out this subtraction problem, so I put "Atlanta, Georgia" ...
19860325	Hey, Susie, wanna see a magic trick? First, I'll need a ordinary quarter ... Now I'll disappear! Ha ha ha! Hey! Didn't I say it was a trick??
19860326	Look! A decoder ring! Wow! We can send each other secret messages in code! Ha ha! Now Mom and Dad won't be able to understand us at all! ... not that they do anyway ...
19860327	Rise and shine Calvin! Mfgpbthbbpt The early bird gets the worm! Big incentive.
19860328	I've decided we should be "cooler" than we are. We're not cool? Sure we're cool. But we're not as cool as we could be. Cool people wear dark glasses! It's cool to bump into things? You don't move, just hang around. 
19860329	Hey Dad, will you buy me a flame thrower? Of course not. Don't be silly. Even if I didn't use it in the house?
19860330	Did you ask your Mom if you could jump off the roof? Questions I know the answers to I don't need to ask right? Is this blanket big enough? Perfect! See, I'll just grab all the corners and make a parachute! You can watch as I float to the ground, gently as a leaf. Geronimo!! Crunch! His Mom's going to have a fit about those rose bushes. 
19860331	I told you I'm not sick! What's that? Will it hurt? It's a tongue depressor. It won't hurt at all. What's that? Will it hurt? It's a stethoscope. It won't hurt at all. What's that? Will it hurt? It's a cattle prod. It hurts a little less than a branding iron. Little kids have no sense of humor.
19860401	Hey Doc, why are you rubbing my arm with cotton? Are you going to put a leech there? Are you going to bleed me? You're not going to amputate, are you? Are you?? What's that? Is that a shot? Are you going to ... Aaughh! It went clear through my arm!! Ow ow ow ow!!! I'm dying! I hope you've paid your malpractice insurance, you quack!! Where's my mom??!
19860402	Safari Al hacks his way through the jungle! Suddenly, a giant gorilla rips through the foliage! Clean your room. What? You heard me. It's a jungle in here!
19860403	Seen any UFOs yet? Nope. Keep watching the moon. Aliens usually try to sneak up from behind it. What are you doing out here in your pajamas? Get back in bed!! Mothers on the other hand, sneak up from behind the Pachysandra patch.
19860404	I don't think I'll go to school today. I think you will. I think I won't. Rats.
19860405	Good night, Hobbes. Good night. Do you believe in ghosts? 
19860406	What do you have for lunch Susie? Maybe I'll trade you. Ugh! A cross section of a dachshund. No, thanks. It's bologna! I wonder what I have for lunch today. Its lunch time! Ha ha ha! I think I'll have this little kid!! Help! I'm being eaten alive by my own lunch! Somebody get me a fork! He's got me!! Aaarrrgghh! Wham wham wham! Ha! I killed it with my thermos! See? It's bleeding jelly! No wonder this seat wasn't taken.
19860407	Somewhere in communist Russia I'll bet there's a little boy who has never known anything but censorship and oppression. But maybe he's heard about America, and he dreams of living in this land of freedom and opportunity! Someday, I'd like to meet that little boy ... and tell him the awful truth about this place!! Calvin, be quiet and eat the stupid lima beans.
19860408	Whenever I take my bath ... I always put my ducky in first. For companionship? To test for sharks.
19860409	My secret ancient treasure map says to dig here! Look! A wallet full of money! Right where you said! It's Dad's. I buried it here last week.
19860410	Spaceman Spiff, bold interplanetary explorer, spies on a Zarg! Spiff calibrates his blaster. Ready ... aim ... Calvin, if you shoot that paper clip at me, I'll get your bottom hauled to the principal's office so fast you'll think you were in a time warp!! Confound it. The blaster jammed.
19860411	It looks like Hobbes burst a seam here. I'll get my sewing kit. It's just a little cut. I don't need an operation. This is unnecessary surgery! It's not surgery, you're just getting a couple of stiches! What's the big deal? Your mom never uses any anesthetic. 
19860412	What a peculiar dream I had last night! I dreamed I was in a big fight with a ferocious weasel! What do you suppose it means? It means you're sleeping on the floor tonight, you nincompoop!
19860413	Hey Dad, remember our car? Why sure. Wait a minute. What do you mean, "Remember"? Hobbes, I have a conjectural moral question. Maybe you can help. Sure. Suppose I did something bad. Should I tell Dad? How bad are we supposing? Well, hypothetically, let's say pretty bad. Like to his car hypothetically. How bad, hypothetically, to his car? Well, let's pretend it was real bad. Should we pretend it could be fixed? If we imagined he could find the car, we could pretend it might be fixed. I see. You can keep the book. I'll call the bus station. "Que pasa, senorita? I am el fugitivo!"
19860414	Why can't I stay up late? You guys can! It's not fair! The world isn't fair Calvin. I know, but why isn't it ever unfair in my favor?
19860415	The valiant Spaceman Spiff is being pursued by a disgusting scum being! Spiff spots his hovering spaceship and bolts for the ladder! But he's too late! The awful scum being is upon him! It's all over! It's all over!! I told you three times recess was over! Now get inside!
19860416	As dictator, I have the sole voice in government! I will not tolerate dissent! I alone shall decide the good! I alone shall ... time for bed, Calvin. Couldn't we vote on this?
19860417	If you could wish for anything, what would it be? A big sunny field to be in. A stupid field?! You've got that now! Think big! Riches! Power! Pretend you could have anything! Actually, it's hard to argue with someone who looks so happy. 
19860418	Here fish! They must know that one.
19860419	Aaghh! Chomp! Are the fish biting? Drop dead, Hobbes.
19860420	Oops! I forgot to read chapter five for school tomorrow. What are you going to do? Catch a quick cold. Cough cough. You sound terrible, Calvin. I'll get you some cough medicine. It wasn't me coughing. It was Hobbes. Me? It wasn't me! I know, but that cough syrup tastes awful. So you're going to have me take it? Nothing doing, buster. I refuse! Here you go Calvin. Open up. Not me! Give it to Hobbes! He's the one who ... Gloomp Ackthp! Pbthbbppth!! Hack Hack. Mmm! That cough medicine is good! You should try some! Really! You're not fooling me one bit, you stinker.
19860421	I can't get this model airplane to look right. These directions are impossible! Rrrrrggghhhhh wham wham wham! Hit by anti-aircraft guns. Your planes do seem to run into those. Don't they?
19860422	Tommy told a funny story at school today. I almost died! Tell it to me. Well, actually the story itself wasn't so funny ... it was the way he told it. How did he tell it? He was drinking milk and when he laughed it came up his nose!
19860423	You've got two periods to live, Twinky. Then it's gym class, and I turn you into hamburger casserole! I hate gym class. Coach thinks violence is aerobic. 
19860424	Where's my jacket? I've looked everywhere! Under the bed, over my chair, on the stairs, on the hall floor, in the kitchen ... it's just not anywhere! Oh, here it is! Who put it in the stupid closet?!?
19860425	Hocus-pocus, Abracadabra! I command my homework to do itself! Homework, be done! Flip flip flip. Rats.
19860426	Do you ever think about the end of the world as we know it? You mean for nuclear war? I think mom was referring to if she ever catches me letting the air out of the car tires again.
19860427	I'm taking the umbrella outside. Well, that's showing a little foresight for once. Good for you. Wait a minute. You really think this will work? Of course! Let's go! Smash! Bonk bonk bonk. Look! I'm flying!! I had my eyes shut. How was it? Great! What a ride! Let's get some other kids and charge 'em!
19860428	Fearless Spaceman Spiff closes in on the fleeing Zargons! Once again our hero is about to teach vicious alien scum that virtue is it's own reward! He locks onto target! Psst, Calvin! What was the capital of Poland until 1600! Krakow. Thanks. Krakow! Krakow! Two direct hits!
19860429	The tyrannosaurus lumbers across the prehistoric valley ... the terrifying lizard is three stories tall, and his mouth is filled with six-inch chisels of death! With a few mighty steps, the dinosaur is upon a tribe of fleeing cavemen. He devours them one by one! Araragh! Aaieee! Aaughh! Calvin, eat your popcorn quietly!
19860430	What does this word mean? Which one? That long one. I don't know. You do too!! All right! Where's a dictionary??
19860501	Can I watch the movie "Killer Prom Queen" on tv? No. Do I have to eat this slimy asparagus? Yes. Can I stay up till midnight? No. There's an inverse relationship between how good something is for you, and how much fun it is. 
19860502	Let's see what happens if you cook popcorn without a lid. Pow. Kapwing. Bang. Pow. Boing. Zang. Heck. That's more fun than exploding a potato in the microwave! Let's do some more!
19860503	C'mon Calvin. We're going to the store. Can Hobbes come? No, just leave him here. But I want him to come with us!! If you can't win by reason, go for volume. 
19860504	Honey, we have to leave soon. Is Calvin taking his bath? Oh good.  While I'm taking my bath, you can brush your teeth and comb your hair. Right. Your dad won't mind if I use his cologne, will he? Well, go easy this time. Think I should shave? No, go for the Don Johnson fuzzy look. Here's a tie and one of my sport coats. Perfect! Right out of "GQ"! boy, I look good in anything, don't I? Refresh my memory. How did I get talked into this one? My friend would like to see the wine list. 
19860505	So the contractor says it will cost about $200 to fix. Oh that dumb kid! Well. It's all part of raising a child, right? Mm. You're not sorry we had Calvin are you? Are you? I asked first besides, it wasn't all my decision. All I know is that I offered to buy us a Dachshund. But no, you said.
19860506	Do you think there's a god? Well, somebody's out to get me.
19860507	Spaceman Spiff closes in on the alient vessel! The alien being unnaturally stupid, is blissfully ignorant of it's imminent doom! Our hero locks onto target and warms up his frap-ray blaster! Miss Wormwood!! Zounds! A Gorkon death station appears! Evasive action!
19860508	Whack! Wow! Another hole in one!
19860509	Wow! Three new magazines for me today. Yesterday I got five. I love getting all this mail. How come you receive all these magazines? I went to the library and filled out all the subscription cards that said "Bill me later."
19860510	I love Saturday morning cartoons. What classic humor! This is what entertainment is all about ... idiots, explosives and falling anvils.
19860511	Wanna go catch some fish? Sure. Ugh. I don't want to touch these worms will you put one on my hook? Me? I'm not gonna spear any worms. I know ... let's just dump the worms in the water, and when the fish come up to eat them, we'll catch them in the net! Pretty smart, huh? That's what I like about surviving in the wild ... pitting our wits against the raging elements! The worms are getting soggy. Ooh, they are starting to sink. Bloop bloop bloop. Let's pit our wits against some fast food cheesburgers. Those come in neat little boxes. Yeah, who'd want to eat something that eats worms anyway?
19860512	Calvin, the human insect walks across the dinner table. With proportional insect strength. He places a giant pea on the edge of a spoon. He then climbs to the top of the other end ... and with a tiny jump ... Calvin stop that!
19860513	In his minuscule size it takes Calvin, the human insect, ten minutes to walk across a book's page! At the other end, he slowly lifts the gigantic sheet! Then it's another ten-minute journey back as he turns it over! Gee, the kids been quiet for almost twenty minutes. He's doing his homework. 
19860514	Here's a movie we should watch. Who's in it? It says "Japanese cast." "Two big rubbery monsters slug it out over a major metropolitan centers in a battle for world supremacy." Doesn't that sound great? And people say that foreign film is inaccessible. 
19860515	Oh, Rosalyn, you're here! Good. Come in! We really appreciate your coming on such short notice. We've had  a terrible time getting a baby sitter for tonight. Ha ha. Maybe little Calvin here has gotten himself a reputation. Ha ha. You have the half up front? Yes, let me get my purse ...
19860516	Hi, Baby Doll. It's me. Yeah. I'm baby sitting the kid down the street. Yeah. That's right. The little monster ... mmm? Well so far no problem. He hasn't been any trouble you just have to show these kids who's the boss. Mm hmm. How much longer till she lets us out of the garage? She said 8 o'clock and it's almost 6:30 now. 
19860517	Thanks again for baby sitting Rosalyn. Calvin was no trouble at all. That's good. I'll get the car and drive you home. There you go. Good night. Thank you. Good night. Is she gone?
19860518	We've got a baby sitter tonight. Ready? Ready. Calvin the baby sitter is here! We're going! Be good, ok? Hi there. You must be Calvin. Hmmph. You're not my mom. So I don't have to do anything you say. I'm going to do whatever I feel like so just stay out of the way. Calvin, take a look by the telephone and tell me what you see. A note Mom left with emergency numbers. Right. Now you wouldn't want me to have to call any of those numbers, would you? Well. It must be 6:30. Guess I'll turn in. for eight bucks a night, I don't put up with much. 
19860519	What a great night to camp out! Where's our tent? I thought the scoutmaster said to set them up. Uh oh. When he said to pitch the tent, I threw it away. 
19860520	The best part about these hikes is getting to see so much wildlife. Look! A tiger! A tiger?! Don't do that!
19860521	We're separated from the troop and hopelessly lost! Left alone in the uncompromising wild to survive by our wits unaided! Hey, dummy! The scoutmaster says to grab your stupid stuffed tiger and get your rear in gear! We'll try to lose 'em again over the next hill.  
19860522	Grab the hotdogs and come on! The troops cooking dinner over the fire. Oh that's just great. Here we've been lugging this dumb microwave around for nothing.
19860523	Bop. Spike! Uh oh. We'd better leave. It looks like some big people want to play tennis.
19860524	The crocodile floats to the top of the murky Amazon. Completely motionless he appears to be only a harmless log. A hippopotamus approaches and ensures its instant death! Calvin what are you doing? Are you all right? Closer ... closer ...
19860525	Look, it says you have to be eighteen to buy cigarettes. Eighteen?!? By then I'll know better! Mom, can I have a cigarette? Sure Calvin. I think your grandfater left some here. Just smoke outside ok? Wow! Your mom let you have a cigarette? For a mom, sometimes she's pretty cool. Eeeeeep. Blaaugh! Gag. Hack. Cough. You'd think this would be an easy habit to break. Wheeze! Well now ... did we learn a little lesson today? Gasp. Yes. Trusting parents can be hazardous to your health. 
19860526	Mom! Mom! A big dog knocked me down and he stole Hobbes! I tried to catch him but I couldn't. And now I've lost my best friend! Well Calvin. If you wouldn't drag that tiger everywhere things like this wouldn't happen. There's no problem so awful that you can't add some more guilt to it and make it worse!
19860527	I can't sleep at all. Poor Hobbes! I wonder where he is. I hope he's ok. Sniff. What did I ever do to deserve this? Whatever it was, I'm sorry already!
19860528	Lost: My tiger, "Hobbes". Maybe you should describe him. On the quiet side, somewhat peculiar. A good companion in a weird sort of way. I mean what does he look like? Oh.
19860529	Well look. Somebody left a stuffed tiger out in the field how strange. Looks like a dog's been chewing on you fella. Well, nothing a little tea party with some other stuffed animals wouldn't help. C'mon. 
19860530	Hobbes! Hobbes! Where are you?? Hello Calvin. Would you like to join my tea party? Heck no. I'm trying to find my best friend who's been kidnapped by a dog. Leave me alone. Well I think Mr. Calvin is very rude, don't you Mr. Tiger? Yes. I think so too. More tea anyone?
19860531	Hey, I should tell Susie to keep her eyes open for Hobbes. Susie I ... Hobbes! You found Hobbes! Thank you. Thank you. Thankyouthankyouthankyouthankyou. Well! Wasn't Mr. Calvin a gentleman! I do hope hey! Who took all the cookies?!?
19860601	What's that smell? Either mom's cooking dinner, or somebody got sick in the furnace duct. Boy, does it stink in here! What are you cooking for dinner?! Whatever it is I'm not eating it. I'm stewing some monkey heads. Monkey heads? They'll be soggy enough to eat in about twenty minutes. Really?? We're having monkey heads! We are not ... are those really monkey heads? I've never had monkey heads before! I wonder what they're like. Wow! Monkey heads! Mm ... kinda squishy. Oow look, is that a nose? What's this? Brains? I didn't think they'd be so rubbery ... what? I thought these were stuffed peppers. Honey. What the heck is this?? Whatever it is I'm not eating it!
19860602	Susie, wanna hear a secret? Sure. I think the principal is a space alien spy. He's trying to corrupt our young innocent minds so we'll be unable to resist when his people invade the Earth! Promise not to tell anyone? Don't worry.
19860603	Hobbes, what should I do when Moe comes to beat me up in gym class? Well, you can always do what we tigers do when a rhino charges. What's that? We scramble like maniacs for the nearest tree. That's your advice?!? To sit in a tree all day? It doesn't impress the girls, of course, but there's no sense in impressing them and then getting killed my dad used to say.
19860604	Hobbes, I need your help. that bully Moe. Keeps pushing me around. So I want you to come to school and eat him ok? Eat him? Sure! Tigers eat people allthe time! What if the cafeteria ladies won't let me use the oven?
19860605	It's too early to be in bed. It's hardly even dark out. Why do I have to be in bed? It's ridiculous. I'm not even tired! I don't need to be in bed! This is an outrage! It's the stupidest thing I can imagine! I think Mom and Dad are just trying to get rid of me. I can't sleep at all. Can you sleep, Hobbes? No!
19860606	Ok, Mom. Hobbes and I have formed a lobby. We want more privileges. more privileges? Like what? You've got it made! No responsibilities, no cares, no worries! What more could you possibly want? Why didn't you tell her about the credit cards in our names? You heard her. She's in one of her moods.
19860607	I love Saturdays! I love Saturday I get up at six and eat three bows of Crunch Sugar Bombs. Then I watch cartoons till noon, and I'm incoherent and hyperactive the rest of the day. Does it work? No brothers or sisters so far!
19860608	No Earthling has ever before seen the cratered, scarred surface of the distant planet Zog! ... although it's not unlike some of those zit cream commercials ... we join the fearless Spaceman Spiff interplanetary explorer extraordinaire, out at the farthest reaches of the galaxy ... with nerves of steel, our hero sets forth on his dangerous mission! He fires his hyper-jets and ... blasts into the fifth dimension! Into a world beyond human comprehension! Into a world where time has no meaning! Man, this class lasts forever! So we carry the three into the tens column ...
19860609	In the commercials, this cola greatly increases one's sex appeal. Glick glick glick glick. Bur-ur-urpp!! Evidently a little license on Madison Avenue's part. Phoo! Right up my nose.
19860610	It's an outrage that six-year-olds can't vote! Here I am, a US citizen, with no voice in our representative government! You're concerned about the direction the country is headed? No, I just want a bigger piece of the pie.
19860611	Poof poof poof. Pow! Good heavens, I think I blew my face inside out!
19860612	The water's too cold! Now it's too hot. Now it's too cold. Now it's too deep.
19860613	The fearsome shark senses distress in the waves above him! He circles up, closer and closer to the terrified victim! Hey! Yahh! Snap! Thrash! You know, for someone who hates baths as much as you do, you're not making this go any faster! Another gruesome kill. 
19860614	Here Calvin, I'll show you a magic trick. See? I pulled a dime from your ear! Pretty good huh? Anything yet? J-just a b-b-bloody n-nose.
19860615	We should make Dad a Father's day card. Okay, I'll draw a picture of him on it. Hmm...make his mouth bigger. He usually look angrier than that. Good morning, Dad! Happy Father's day! Mmf. In appreciation of  your service as dad. Today I am living according to the principles of your fatherly wisdom. Calvin, what time is ... five in the morning?! Yes, "Early to bed, early to rise." You always say ... I was going to buy you a nice present, but "A penny saved is a penny earned," as you say ... so I'm now earning 6% on the money I didn't spend. Yes, Dad. Thanks to you I'm a happier, better person. Good work, Socrates. I knew we'd made a mistake the minute I saw that little bologna loaf in the hospital basement.  
19860616	I've never been this high in a tree before. Me either, you can see for miles from up here. I'll say! I'm glad we're up here. That was quite a crash, wasn't it?
19860617	The rain stopped! This is the best time to go wormmucking. Let's go! What's that? It's when you walk on the pavement and much all the worms.
19860618	Calvin, quit charging around the house!! Smash! Bink bonk boom. What did I just tell you?!? Beats me. Weren't you listening either?
19860619	Bang! You're dead! No I'm not you missed. I did not! You cheater! I'm here talking to you aren't I? Ok, then ... bang! My, what a miserable shot you are!
19860620	Hurry up, Calvin, our reservation is for 7:00. Can Hobbes come to the restaurant? No. why not? We're afraid he might eat someone. Let's go. That's right you probably would wouldn't you. I can never stay on a diet in a restaurant.
19860621	Arr! Look alive. Ye scurvy scalliwags! Thars a frigat to board! Run up the skull and crossbones! Prepare the plank! Our ship is a plank. And you're going to walk it, wise guy!
19860622	Wap! Thok! Poom. Wunk. Nice double play. Who's out? It depends are you on my team or am I on your team?
19860623	A bee landed on your back! A bee?! Acckk! Get it away!! Don't move, and it won't sting you. Just stand still and try not to imagine that it might very well crawl down your shirt and into your pants! He imagined it.
19860624	Ok, let's flush it! Flush. Ha ha ha. Hee hee! That was great! Let's do it again! Flush. I don't want to know what he's doing do you. No, let's go check.
19860625	I've had trouble choosing a new hobby. First I wanted to collect bugs. Then I wanted to collect stamps. What did you decide on? Stamped bugs.
19860626	Everbody I know has either cable TV or a VCR! They can watch anything they want! But me? I have to watch dumb ol' summer repeats! I have to watch the same garbage over and over! How cruelly we mistreat you Calvin. ... so then he gave me "Oliver Twist" to read, and said I might identify with it. Rats ... and "Sorority Row Horror" is on cable tonight.
19860627	I got a helium balloon. Very nice. I'm going to stand on this ladder and let the balloon carry me up and away. Nothing's happening. Try jumping. See? There goes the balloon and you didn't hang on.
19860628	Flush! Whee! Ha ha ha! I'm done with my bath. Mm ... that was quick.
19860629	Calvin, quit horsing around! Hobbes is crowding me. This is my half of the seat. Got it stripeypants? That is your side! You stay over there! I see that!! Calvin, I'm trying to concentrate be quiet. Hobbes poked me. I don't care what Hobbes did! Just be quiet until we get out of this traffic. Hee hee! Stop it you heard Dad! Hoo hoo! Gkpthb! We're going to get in trouble. Mmp mp! Hee hee! Hee hoo ha hee ha ha! Calvin! I thought I said I wanted it quiet!! We were having a weird face contest Dad. But we're all through now. You won.
19860630	What's all the rukus?! You're supposed to be asleep! And what's with all these feathers?! Are you tearing up your pillows?! It was incredible Dad! A herd of ducks flew in the window and molted! They left when the heard you coming! Honest! Nice alibi, frizzletop! No dessert for a week! You want another pillow across the kisser? I didn't hear you offer any brainstorms!
19860701	You see, Hobbes. I have a water balloon, and you don't. I therefore have the offensive superiority. So you have to do what I say. What do you think of that? I think I'll take this stick and poke your balloon. That's the trouble with weapons technology. It becomes obsolete so quickly.  
19860702	Oh my gosh, Hobbes! Don't move! What? What is it? The biggest ugliest fuzziest caterpillar I've ever seen is about to chomp your bottom! Aaugh! Kill it! Kill it! Youww! Wham! You know what your problem is? You've got no appreciation for physical humor. That's what!
19860703	Where are you going? I'm going to walk to the other side of the lake. What's the bucket for? To drain the lake.
19860704	You know what I like about summer days? They're just made for doing things ... even if it's nothing. Especially if it's nothing.
19860705	This looks like a great place to catch a crawdad. What will we do with it if we catch one? Well that's one thing we don't need to worry about. You don't know what one is either, huh?
19860706	Hobbes. You didn't bring your swim trunks here to the beach! No, I prefer "furry dipping." Yaaaaayy! Ow ow ow hot hot hot hot! Aaaaaahhhhh! Sploop splop. Brrrrrr! Cold cold cold. Ow ow ow hot hot hot hot hot. Don't tell me we drove an hour and a half for this!
19860707	When are we going to get our vacation site? I wanna be there! Calvin, it's an eight-hour drive. We're not even out of our state yet. It's going to be a while relax. How much longer now? I told you we should have flown.
19860708	There's a restaurant coming up. Want to stop? Only if they have hamburgers. Hamburgers? That's all we've eaten this whole stupid trip! Hamburgers, hamburgers, hamburgers! I'm sick of hamburgers! We're eathing something else for once! Ten million bottles of beer on the wall, ten million bottles of beer ... ok! Ok! Here's a hamburger joint! Are you happy?!
19860709	I have to go the bathroom. Calvin, we just pulled out of the restaurant can't you wait? Think of something else. All I can think of is Niagara Falls, and the Hoover Dam, and Noah's Ark, and ... ooh boy, now I have to go! Next year I swear I'll just take a vacation by myself.
19860710	This trip was excruciating thank goodness we're here. Eight hours crammed in a car with a hyperactive six-year old! What an ordeal. Well, now Calvin can run and scream all he likes. Ahh, what a great little place. I'm bored when are we leaving? You're bored? Would you like me to show you how an anchor works?
19860711	Ahh! Another glorious sunrise. And not a soul around! This is the life! A brisk swim at dawn. A morning out in the boat ... and by 9am I'm back with freshly caught fish for breakfast! The day's hardly begun! What a vacation! Ugh ... I've seen cheerier faces at the office. You eat your dead animals. All I want is some coffee. Why isn't there any TV up here? I hate this place.
19860712	Dad, look! I caught a fish! Hey, that's a big one. I'll show you how to clean it and we'll have it for dinner. Clean it? Cut off its head and gut it. Mmm! Pass me another of these great cheese sandwiches! Ha ha. No bones in these right?
19860713	Guess what's short and ugly and wet all over! ... give up? The answer had better not be what I think it is ... squirt squirt squirt squirt! Yow! Squirt squirt squirt squirt! Bang bonk bing! Calvin! If you're going to tear around do it outside!! Okay, okay ...
19860714	Wow, look down there! I think that's the dim outline of a whale! I think that's a rock. And that must be a giant eel slithering up from the bottom! I think that's a weed. I'll bet this is the mast of an old spanish galleon, sunk hundreds of years ago. It's a branch. Man, this is boring. I wish there was a movie theater some place.
19860715	Want to go fishing? Sure. Fishing is one sport I really like. I can see why ... it's so contemplative. There's another one!!
19860716	Gzzzzzzzz! Waaauughhhh! Sploosh.
19860717	Stomp Stomp Stomp Stomp. Whap Whap Whap Whap. I don't like food cooked out, do you? Ugh. It all tastes the same.
19860718	Flowers are pretty stupid. See, it's a bright, sunny day out, right? Well, with this watering can, I can make them think it's raining. It's fun to mess with their minds.
19860719	The experiment has gone horribly wrong! Calvin has mutated into a giant fly! He zips about in parasitic hunger, searching for decaying flesh! An unbearable stench fills the air. The hideous bug zeroes in. Mmm! This makes me hungry! Don't be gross. Just take out the garbage like I asked you, will you please?
19860720	It's another new morning for Mr. Monroe. He glances at the newspaper headlines over a cup of coffee, and gets in his red sports car to go to work. Little does he realize it's his last day on the face of the earth! Calvin drinks the magic elixer and begins an incredible transformation. Instantly he grows! Bigger and bigger! Higher and higher! He is now over 300 feet tall! The formula is a success! Calvin, the mighty giant, goes on a terrible rampage, striking fear into the hearts of the populace! Nothing can stop him! It's panic in the streets! A town lies in ruins! No, I won't buy you any more toy cars. I saw you! You deliberately stomped on those!
19860721	C'mon Calvin! I signed you up for swimming lessons. I don't want swimming lessons!! Too late. Let's go. What about Hobbes? Did you sign him up too? No, it's not good to get tigers wet. Why is that? It takes us all day to dry, and until we do we smell funny.
19860722	I can't believe my mom signed me up for swimming lessons. Here I am freezing my buns off at 9 in the morning, about to jump into ice water and drown. The only thing that could possibly make this worse would be if the class was ... taught by my sadistic baby sitter!! Well, look who's here!
19860723	Ok ... everyone in the water! I refuse! I'm freezing already! Calvin, do you know what a "Rat Tail" is? No. it's when you soak a towel and twist it up into a whip. It stings like crazy and is much worse than being cold. Get my drift? I always though lifeguards were just taught how to resuscitate people and things like that.
19860724	This water is freezing! I'm going to go into shock and drown, I just know it. I bet the lifeguard is involved in some insurance scam and she's going to let us all drown like rats! Oh no! oh no! ok, first we're going to learn the "deadmans float." Mom!! Helpp! Helpp! What I put up with to pay for college.
19860725	I don't want to learn how to swim! I don't need to know how. I'll just stay on dry land all my life. What if you fall out of a boat? No big deal.
19860726	Forty minutes of terror! Why did you sign me up for this? Why not something fun. Like hang gliding or sharpshooting? Or driving lessons! I could be taking driving lessons and learning something useful! How about piano lessons?  You start Tuesday? Ack! No no no no no no no no no.
19860727	Hey, mom, are you nervous? No ... why? Calvin, go outside and quit bugging me! Calvin the bug buzzes off! Flying low over the grass, he searches for dead meat! Up and over the flowers, darting this way and that! Oh no! he's caught in a spider web! Thrashing about in a desperate bid for freedom, he only becomes more entangled! Soon the spider will suck out his innards! Help! I was going to join you in the hammock, but I think I'll forget it.
19860728	Hi Calvin, what are you doing? Big important secret things! Go away! Get lost! All right, dandelion head! Who cares what you do anyway! We're doing great things. We're having fun! I thought we were bored out of our skulls. Oh hush. You don't know anything.
19860729	That stupid Calvin. He's so mean. All I try to do is be friends, and he treats me like I'm nobody. Well, who needs jerks like him anyway? I don't need him for a friend. I can have fun by myself! Poop! 
